Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID77557987,22-Aug-16,4144-3271-6301-9342,11757,SEG19
CTID76327445,10-Apr-16,8706-3809-5167-3899,2300,SEG11
CTID32486457,9-Oct-16,5530-1215-6434-9691,38643,SEG18
CTID85325910,1-Nov-16,9779-2601-5260-2896,12981,SEG22
CTID42594900,2-Dec-16,8590-6850-6104-5846,9015,SEG21
CTID42911348,18-Sep-16,1749-4777-2532-7766,23067,SEG17
CTID70322316,28-Jun-16,8305-2272-4553-4911,29104,SEG22
CTID38558945,23-Sep-16,3991-7326-9292-2844,20993,SEG11
CTID32574189,28-May-16,1749-4777-2532-7766,24430,SEG19
CTID13894917,20-Aug-16,2524-4184-5908-6750,6606,SEG16
CTID51654983,3-Aug-16,1693-2036-4352-9386,21422,SEG16
CTID95989227,4-Sep-16,5380-2273-3524-9795,49934,SEG22
CTID38031221,13-Jul-16,5786-2204-6101-1373,15043,SEG14
CTID88842620,6-Sep-16,2349-2290-6329-3624,42162,SEG24
CTID55098437,15-Oct-16,3439-5404-2739-7517,34709,SEG25
CTID65037654,12-Feb-16,9304-4488-7872-2868,13128,SEG12
CTID19930780,3-Feb-16,1947-8602-1695-7503,13903,SEG12
CTID41537570,17-May-16,2517-1247-3682-9050,35981,SEG13
CTID44984504,11-Sep-16,2463-9055-1240-3878,35082,SEG25
CTID47295902,24-Sep-16,1556-5778-6667-4345,623,SEG21
CTID52365107,23-Jul-16,8115-7743-6213-9284,32839,SEG21
CTID58791067,28-Aug-16,5982-5047-2653-9052,21122,SEG21
CTID70888716,29-Jun-16,2201-1387-2319-6874,28387,SEG11
CTID97202150,21-Oct-16,9497-8994-1281-9719,15117,SEG17
CTID29484985,29-Jul-16,6262-7793-5307-8561,22007,SEG21
CTID73524137,23-Mar-16,1947-8602-1695-7503,38864,SEG13
CTID16999470,10-Nov-16,4959-5036-1379-1303,37642,SEG19
CTID68361332,19-Aug-16,4354-1258-5178-5618,20596,SEG22
CTID87026179,21-Sep-16,9558-5469-2562-5608,33579,SEG11
CTID59869685,25-Mar-16,4027-9234-2261-8201,7873,SEG21
CTID99943515,8-Aug-16,9132-7052-6630-5540,18863,SEG20
CTID62472715,31-Mar-16,2463-9055-1240-3878,48989,SEG19
CTID84219277,25-Nov-16,3748-8048-5227-8162,15565,SEG21
CTID98761504,23-Jul-16,8918-6235-3308-7862,1878,SEG22
CTID93229276,30-Jan-16,8950-6403-2080-8100,18060,SEG24
CTID70020158,6-Jan-16,7662-3108-4951-8587,11954,SEG16
CTID16948907,8-Apr-16,1765-4019-5141-9230,45975,SEG25
CTID48920543,31-Jan-16,6835-6133-8935-6988,13130,SEG22
CTID72429722,20-May-16,8462-5562-6993-2745,10514,SEG23
CTID65532035,18-Oct-16,5978-8449-1139-4565,11808,SEG16
CTID20512450,28-Feb-16,5574-7647-1844-5316,40604,SEG15
CTID27847391,18-Dec-16,8638-5407-3631-8196,20683,SEG23
CTID27792498,10-Sep-16,5556-4557-4566-1540,21344,SEG12
CTID15799633,10-May-16,4525-4818-6014-8945,6163,SEG14
CTID40512417,21-May-16,9157-2802-8374-1145,26679,SEG17
CTID92257837,25-Apr-16,7900-3001-7632-4005,2710,SEG14
CTID71332775,2-Aug-16,9779-2601-5260-2896,49649,SEG15
CTID73739502,5-Apr-16,8673-7935-5776-9119,16588,SEG22
CTID56191590,8-Jan-16,8066-8437-2479-2481,31079,SEG15
CTID60951246,4-Aug-16,4587-3535-8224-4301,2288,SEG17
CTID86325013,4-Mar-16,7362-1637-8977-1963,8536,SEG18
CTID96630853,30-Nov-16,5296-2987-4365-6870,24631,SEG17
CTID54009385,8-Aug-16,2347-2804-9899-1830,5901,SEG20
CTID77657919,18-Nov-16,6015-9255-9994-6771,27037,SEG11
CTID72290583,27-Aug-16,6075-5795-3555-1281,38346,SEG20
CTID82715940,26-Apr-16,5618-9718-9367-2102,43005,SEG20
CTID89623813,11-Dec-16,5936-1967-4966-6077,37108,SEG18
CTID76476196,11-Oct-16,8522-7783-9262-6673,11641,SEG20
CTID76255364,4-Jan-16,8518-4517-6409-6976,7726,SEG18
CTID57707566,23-Apr-16,7725-3576-5626-3317,34721,SEG18
CTID35968693,4-Apr-16,2017-7197-7814-9950,19585,SEG25
CTID91780624,22-Apr-16,8481-9097-2828-9363,8032,SEG17
CTID18873550,17-Oct-16,8249-2687-5339-2078,39278,SEG18
CTID36060841,18-Mar-16,2649-6876-7496-4123,12350,SEG14
CTID47754751,16-Oct-16,6540-2862-2962-5109,24315,SEG11
CTID52444235,2-Sep-16,4314-6417-5269-5130,34507,SEG25
CTID35039003,16-Nov-16,3708-8801-1521-8042,37659,SEG18
CTID95248564,1-Feb-16,7815-7711-6866-1320,24779,SEG13
CTID69234253,19-Mar-16,2201-1387-2319-6874,49161,SEG24
CTID52254752,21-Feb-16,5580-3409-5276-9882,44540,SEG18
CTID69926613,18-Oct-16,1159-7886-1385-5540,32730,SEG24
CTID89265806,10-Mar-16,1661-3809-5334-2155,15248,SEG18
CTID72637405,3-Apr-16,5814-6146-3149-1775,19259,SEG22
CTID59592461,29-Mar-16,8793-4049-9771-8176,19304,SEG17
CTID35255049,1-Dec-16,1765-4019-5141-9230,44520,SEG18
CTID43544307,1-Jun-16,5251-7364-6702-5590,33076,SEG12
CTID77705037,15-Nov-16,9027-9319-4091-7718,43147,SEG15
CTID35656385,20-Nov-16,8088-9431-7201-2877,10902,SEG16
CTID19125647,31-Mar-16,6321-2048-7733-8765,34937,SEG14
CTID57212553,25-Dec-16,9304-8255-4381-2028,28579,SEG24
CTID51574824,19-Aug-16,3134-9713-5764-8285,20668,SEG21
CTID48929234,23-Jul-16,3467-3224-2464-5799,26667,SEG20
CTID95135812,19-Feb-16,9030-1667-6058-6173,8593,SEG12
CTID99151296,17-Mar-16,2161-8530-5218-6803,17076,SEG17
CTID46375758,27-Sep-16,6697-9358-9213-4896,21989,SEG20
CTID49572581,13-Nov-16,1655-7617-4318-5963,8828,SEG23
CTID72146135,1-Oct-16,7811-4511-7664-6960,7806,SEG19
CTID67589226,16-Jul-16,6429-7684-3108-1910,18779,SEG22
CTID31302468,2-Apr-16,5894-8042-7318-9450,27402,SEG18
CTID86419788,7-Nov-16,9074-3311-4009-9836,18920,SEG13
CTID39550827,16-Mar-16,1290-5480-3763-3387,35697,SEG17
CTID74680584,27-Aug-16,8950-6403-2080-8100,19317,SEG23
CTID46939633,3-Aug-16,4937-6752-6970-3163,26749,SEG21
CTID45232312,14-Jan-16,5380-2273-3524-9795,2878,SEG13
CTID51623045,21-Oct-16,4954-2506-4917-1734,38396,SEG25
CTID91405275,24-Aug-16,5864-4475-3659-1440,29761,SEG17
CTID62352454,7-Mar-16,8757-6814-8721-3839,23649,SEG21
CTID14867411,27-Apr-16,8002-6041-9878-5658,44575,SEG12
CTID75255959,26-Sep-16,8231-5519-1948-3400,6219,SEG16
CTID32305648,5-Mar-16,8883-9569-6241-3952,18985,SEG25
CTID34439485,14-Dec-16,6429-7684-3108-1910,45779,SEG23
CTID48100325,28-Aug-16,2568-8047-9427-1704,47335,SEG12
CTID92344098,4-Oct-16,5786-2204-6101-1373,27802,SEG13
CTID11745938,11-Nov-16,5619-4425-5473-6565,45284,SEG13
CTID56713135,3-Feb-16,9083-6711-4313-1181,4548,SEG23
CTID73063185,4-Mar-16,4973-1293-1664-2086,35599,SEG17
CTID23173490,28-Jan-16,2463-9055-1240-3878,1359,SEG15
CTID89544744,11-Jun-16,5984-2442-3351-3695,20229,SEG17
CTID63829744,6-May-16,8231-5519-1948-3400,17054,SEG18
CTID45700823,2-Oct-16,2046-1892-2379-9050,38108,SEG13
CTID86432684,7-Jul-16,8797-7761-7623-1806,27407,SEG13
CTID48730821,12-Jan-16,1519-5130-5810-8539,28373,SEG14
CTID30853194,8-Nov-16,9027-9319-4091-7718,29225,SEG11
CTID31870160,19-Jul-16,3467-4873-4196-4795,34809,SEG12
CTID70558050,29-Jul-16,3525-9763-6876-7431,22992,SEG23
CTID94367211,10-Jan-16,7326-9558-4788-5128,7747,SEG12
CTID68202115,3-Feb-16,9310-6095-5617-9905,6475,SEG24
CTID25462118,19-Apr-16,1175-3754-1370-5515,28609,SEG20
CTID75486085,14-Jun-16,3440-1978-8156-5313,31431,SEG23
CTID69024006,30-Jun-16,6876-7378-4945-3251,10234,SEG21
CTID72817740,11-Jan-16,4262-7103-6508-4214,9310,SEG15
CTID83490025,17-Jun-16,5010-4875-7956-3628,6485,SEG15
CTID74953895,22-Oct-16,3168-6552-9936-1500,24747,SEG15
CTID75764624,13-May-16,6722-7299-6082-7974,13589,SEG19
CTID66952156,20-Jan-16,7416-4529-6690-5703,1923,SEG19
CTID42615794,26-Mar-16,8711-5325-4752-4743,44820,SEG12
CTID99901519,31-May-16,9446-5484-2517-1811,25045,SEG23
CTID39204518,13-Sep-16,5993-5660-3442-6277,20761,SEG19
CTID88181344,1-Nov-16,9753-7718-2196-1448,20078,SEG22
CTID92148174,2-Feb-16,5384-8278-5616-5502,21284,SEG21
CTID63371966,27-Nov-16,3323-8332-7133-7008,29491,SEG14
CTID67202798,18-Jan-16,5982-5047-2653-9052,17607,SEG15
CTID75008965,17-Sep-16,2271-9253-1553-2843,40126,SEG20
CTID65191050,8-Dec-16,9425-1481-6545-6190,39919,SEG25
CTID79905485,11-Jun-16,7752-7762-8832-3142,293,SEG25
CTID96859146,21-Apr-16,9138-8487-6675-4521,39879,SEG22
CTID70834895,14-Oct-16,6025-2610-4001-6680,32969,SEG12
CTID19464220,4-Aug-16,5316-4617-7300-3260,31366,SEG25
CTID12372619,22-Jul-16,2834-5946-1542-4074,22118,SEG13
CTID58763289,15-Apr-16,7212-8665-7734-5918,35924,SEG22
CTID32418698,27-Mar-16,9558-5469-2562-5608,19535,SEG24
CTID80349522,25-Mar-16,7586-6475-9618-3909,17970,SEG12
CTID87703315,25-Nov-16,9391-7086-9113-4893,1099,SEG25
CTID67606326,27-Nov-16,4427-5380-8182-9668,33946,SEG20
CTID55983719,27-Feb-16,8287-3054-9804-9342,5942,SEG19
CTID13007217,30-Apr-16,6239-8641-8524-9441,39903,SEG19
CTID44488324,9-Nov-16,2357-9896-6403-5970,35288,SEG19
CTID95191517,22-Feb-16,6492-5655-8241-3530,22251,SEG21
CTID68077319,25-Jul-16,7299-3529-7767-1695,21170,SEG16
CTID78898591,30-Dec-16,8518-4517-6409-6976,37382,SEG16
CTID87848590,19-Dec-16,8558-3872-8287-1977,21751,SEG14
CTID88433433,6-Apr-16,4856-2191-9879-6388,46422,SEG23
CTID15391563,8-Feb-16,6286-3397-5051-8445,30136,SEG17
CTID48457464,30-Jun-16,8839-9467-3960-3997,48849,SEG12
CTID92131126,31-Mar-16,3146-4961-6964-4229,11877,SEG11
CTID77253151,28-Mar-16,8499-3007-6025-2772,4506,SEG12
CTID51558646,13-Jun-16,8558-3872-8287-1977,39489,SEG23
CTID38931999,28-Sep-16,5384-8278-5616-5502,29079,SEG23
CTID59310716,22-Feb-16,6492-5655-8241-3530,46955,SEG25
CTID57817789,18-Nov-16,1438-6906-2509-8219,8323,SEG18
CTID75753199,4-Aug-16,6876-7378-4945-3251,38381,SEG21
CTID33111249,13-Oct-16,3545-8540-7402-9523,45025,SEG25
CTID64683697,10-Jul-16,9030-1667-6058-6173,20480,SEG15
CTID89833072,11-Jan-16,6012-7799-2842-7221,39972,SEG23
CTID43389850,2-May-16,1449-4529-1480-3546,3592,SEG14
CTID12333169,14-Oct-16,8522-7783-9262-6673,38024,SEG18
CTID59050680,25-Sep-16,8259-5688-7450-9931,24897,SEG25
CTID82071549,11-Dec-16,8135-1903-7706-2260,10883,SEG22
CTID23208401,29-Mar-16,5750-8229-8026-8893,16275,SEG22
CTID47069433,19-Jan-16,4294-8894-4829-7801,24333,SEG11
CTID81475766,1-May-16,8725-3610-8060-2617,39662,SEG17
CTID39749462,17-Dec-16,8522-7783-9262-6673,19246,SEG14
CTID95142730,3-Feb-16,2161-8530-5218-6803,37653,SEG23
CTID14362048,10-Jan-16,2868-5606-5152-5706,46693,SEG17
CTID56801236,23-Mar-16,8321-8463-7644-8934,28844,SEG12
CTID97506385,21-Nov-16,5530-1215-6434-9691,1817,SEG21
CTID74319492,21-Aug-16,3380-5311-6073-9478,19385,SEG22
CTID39094655,3-Apr-16,4203-1225-4528-2939,41866,SEG11
CTID55277393,22-Mar-16,4420-9925-9792-9113,31578,SEG15
CTID70635973,23-Nov-16,3313-4024-5109-8235,25297,SEG11
CTID34823437,20-May-16,4341-6411-1439-6094,49540,SEG21
CTID75686230,23-Jun-16,9497-8994-1281-9719,22798,SEG20
CTID87602572,14-Feb-16,7815-5255-1963-9464,7634,SEG23
CTID39692035,18-Apr-16,4027-9234-2261-8201,12421,SEG11
CTID64047048,26-Oct-16,1159-7886-1385-5540,46566,SEG15
CTID18972531,2-Jun-16,5591-5619-8809-5454,38722,SEG18
CTID80541786,5-Feb-16,1765-4019-5141-9230,34623,SEG23
CTID19444192,24-Apr-16,1464-1118-5953-6424,13824,SEG20
CTID82128058,9-Dec-16,4420-9925-9792-9113,18077,SEG18
CTID58470382,10-Jul-16,9322-7578-8781-2684,41420,SEG23
CTID93955870,27-Oct-16,2570-5181-2062-7588,28230,SEG15
CTID92348916,18-Nov-16,2595-7800-1142-5225,43552,SEG17
CTID48824716,9-Jul-16,4341-6411-1439-6094,29553,SEG19
CTID22415534,23-Feb-16,3573-2839-9869-7747,36518,SEG19
CTID11114300,1-Jan-16,3158-1638-7701-9309,31835,SEG23
CTID47498943,21-Sep-16,5590-1294-8800-2874,20577,SEG23
CTID88953625,12-Apr-16,8578-3662-1951-5720,20608,SEG17
CTID73245517,29-May-16,5316-4617-7300-3260,15088,SEG19
CTID19513772,25-Aug-16,7729-4037-1361-9467,12950,SEG25
CTID28641560,13-May-16,2764-7023-8396-5255,8492,SEG23
CTID46184806,5-Oct-16,3440-3330-5015-4988,11634,SEG20
CTID98112730,25-Apr-16,6025-2610-4001-6680,18198,SEG13
CTID22782339,30-Dec-16,9946-6939-3033-9593,5667,SEG11
CTID81865613,27-May-16,6197-7150-9163-8287,12495,SEG13
CTID78592205,23-Jun-16,7276-7349-6334-3809,11764,SEG16
CTID57387468,9-Mar-16,1123-9777-7335-9167,13128,SEG23
CTID74574386,19-Aug-16,7306-7457-8875-3211,28883,SEG17
CTID54559165,16-Nov-16,4803-9564-9708-3189,32512,SEG23
CTID20193326,4-Aug-16,7658-7645-4568-1461,2988,SEG20
CTID55246100,27-Sep-16,4991-3814-8016-9048,41715,SEG20
CTID77622754,21-Jul-16,5591-5619-8809-5454,36048,SEG25
CTID54391552,7-Aug-16,1546-9786-8388-4937,31388,SEG25
CTID12680259,23-Sep-16,7558-5459-8235-5737,49577,SEG23
CTID38921716,27-Aug-16,4679-5406-6408-1233,10379,SEG13
CTID94826426,8-Nov-16,1716-8420-2111-4735,11874,SEG22
CTID75762179,11-Jul-16,4991-3814-8016-9048,39803,SEG17
CTID75516491,14-Jan-16,6540-2862-2962-5109,45234,SEG15
CTID73458135,10-Oct-16,3440-1978-8156-5313,32176,SEG12
CTID89199436,8-Apr-16,7234-6377-8525-5139,615,SEG22
CTID70099849,10-Jun-16,4959-5036-1379-1303,35599,SEG17
CTID85150428,8-Apr-16,4262-7103-6508-4214,13557,SEG16
CTID17076585,3-Aug-16,8361-7488-5303-1801,39236,SEG16
CTID63707040,3-Jun-16,8976-7958-2694-8171,11808,SEG20
CTID16816821,3-Jun-16,2240-2748-8514-4335,12670,SEG21
CTID26927535,10-Nov-16,1410-9622-6092-3445,17522,SEG22
CTID98477301,15-May-16,6492-5655-8241-3530,9959,SEG11
CTID68265567,3-Jul-16,8088-9431-7201-2877,13162,SEG23
CTID25236671,6-Apr-16,8272-7202-4112-6502,23926,SEG20
CTID29509657,3-Oct-16,9458-1130-5333-6475,31063,SEG18
CTID31787844,21-Sep-16,2640-5294-8252-8817,4066,SEG18
CTID12497248,1-Nov-16,4663-3168-7059-6778,49112,SEG13
CTID20476299,26-Aug-16,3114-9778-2542-3154,9851,SEG20
CTID74568207,13-Dec-16,5778-9566-9086-7555,35410,SEG24
CTID80018396,16-Dec-16,5750-8229-8026-8893,46338,SEG24
CTID91804522,15-Feb-16,5540-8588-7666-7798,27717,SEG12
CTID30450589,26-Oct-16,7334-1842-5941-2149,14256,SEG21
CTID41122783,31-Mar-16,5590-1294-8800-2874,24105,SEG14
CTID96930484,10-Aug-16,2764-7023-8396-5255,13353,SEG24
CTID97250687,30-Apr-16,1410-9622-6092-3445,14647,SEG17
CTID57353572,29-Aug-16,2649-6876-7496-4123,7940,SEG21
CTID30161363,19-Jul-16,6835-6133-8935-6988,25688,SEG18
CTID50235984,7-Oct-16,5674-3252-5805-3288,36718,SEG13
CTID32323743,17-May-16,8590-6850-6104-5846,48980,SEG15
CTID64091541,16-Aug-16,6071-3874-2856-8755,29988,SEG25
CTID70215058,12-Dec-16,1817-8543-9660-4802,30776,SEG14
CTID82331609,19-Aug-16,8249-2687-5339-2078,19065,SEG19
CTID38510784,18-Dec-16,6271-9924-3653-8913,43846,SEG17
CTID31904326,25-Jan-16,8783-7271-8493-7931,18529,SEG25
CTID80636260,2-Nov-16,4349-5976-1214-5524,8225,SEG18
CTID87866602,10-Sep-16,3922-3698-6304-1975,47904,SEG13
CTID50515807,8-Oct-16,8376-2481-1705-6329,10752,SEG17
CTID31359192,23-Feb-16,7296-3224-2880-5747,39084,SEG15
CTID25732951,8-Sep-16,5590-1294-8800-2874,14987,SEG17
CTID43412019,21-Nov-16,6197-7150-9163-8287,6663,SEG25
CTID72308710,25-Oct-16,8706-3809-5167-3899,19432,SEG12
CTID23782285,29-Mar-16,2056-7091-8023-1914,5181,SEG13
CTID31035023,13-Jul-16,6025-2610-4001-6680,28244,SEG16
CTID87811206,8-Sep-16,5556-4557-4566-1540,36566,SEG13
CTID11645525,17-Dec-16,6557-2662-6932-6028,27425,SEG25
CTID69023456,6-Sep-16,5978-8449-1139-4565,9343,SEG24
CTID59715204,17-Apr-16,2595-7800-1142-5225,4106,SEG18
CTID36596639,10-Dec-16,8031-9022-9952-9605,29117,SEG14
CTID46317255,14-Jun-16,4679-8417-8700-1213,8707,SEG20
CTID20484758,4-Jun-16,2201-1387-2319-6874,39056,SEG13
CTID89405765,29-Nov-16,5002-6349-2806-2942,16124,SEG22
CTID42181028,24-Aug-16,9542-6082-9630-9970,18344,SEG19
CTID62683427,29-Jan-16,4092-8604-7363-3393,25160,SEG24
CTID15755445,24-Feb-16,8481-9097-2828-9363,44851,SEG16
CTID92568982,15-Mar-16,7430-6895-6227-4665,48677,SEG11
CTID57327063,27-Aug-16,4314-6417-5269-5130,6206,SEG13
CTID34782001,29-Mar-16,9542-6082-9630-9970,44537,SEG16
CTID42797696,19-Mar-16,7214-4915-6387-5429,41384,SEG20
CTID70032537,30-Aug-16,8725-3610-8060-2617,38365,SEG12
CTID98365551,10-Oct-16,2911-7555-3093-9231,26741,SEG19
CTID69155314,30-Jan-16,4610-9984-7768-4610,17595,SEG17
CTID91791808,27-Nov-16,5447-4124-3337-6163,1437,SEG21
CTID89027291,6-Jun-16,8031-9022-9952-9605,39429,SEG12
CTID80507036,22-Jan-16,3313-4024-5109-8235,28476,SEG18
CTID54272373,24-Oct-16,7164-1323-2737-4112,23062,SEG17
CTID72388864,22-Sep-16,6085-9783-3284-2783,24104,SEG18
CTID66232657,1-Jun-16,4220-2591-3295-3300,12886,SEG14
CTID54330957,8-May-16,8793-4049-9771-8176,4789,SEG13
CTID36221773,7-Nov-16,9843-6858-7863-1891,3901,SEG24
CTID22927288,7-Dec-16,6321-2048-7733-8765,3478,SEG23
CTID35099145,2-Nov-16,5984-2442-3351-3695,37923,SEG20
CTID94962661,26-May-16,5129-6974-6371-2964,177,SEG16
CTID76183172,31-Dec-16,8869-7604-9618-3740,48440,SEG25
CTID48681314,29-Feb-16,1992-1719-3506-9652,27212,SEG14
CTID60759414,3-Sep-16,2370-4593-4826-2349,4417,SEG13
CTID30721993,25-Jun-16,5129-6974-6371-2964,46371,SEG24
CTID79859317,13-Nov-16,5533-2042-7236-9790,11029,SEG21
CTID29392609,15-Jun-16,8361-7488-5303-1801,14229,SEG21
CTID47956234,21-Apr-16,8066-8437-2479-2481,41145,SEG25
CTID25249321,29-Aug-16,6699-2639-4522-6219,10376,SEG16
CTID82752276,8-Oct-16,6617-5782-1394-1632,5159,SEG21
CTID77019455,17-Feb-16,4314-6417-5269-5130,14519,SEG23
CTID57233855,31-Jul-16,1846-7945-5251-4091,39419,SEG12
CTID53809985,12-Dec-16,7908-2695-7391-7499,19174,SEG18
CTID14122423,19-Jan-16,9304-8255-4381-2028,28288,SEG23
CTID97834315,14-Aug-16,7179-9253-8424-9313,28969,SEG14
CTID27920357,12-Jun-16,9376-8684-9599-2988,45726,SEG23
CTID69419413,10-Jun-16,9157-2802-8374-1145,32675,SEG20
CTID28309884,13-Nov-16,1259-5241-3561-1773,35359,SEG21
CTID45382883,28-Nov-16,8522-7783-9262-6673,4890,SEG13
CTID67792051,22-Dec-16,9162-3465-6654-4891,31129,SEG21
CTID91630237,7-Aug-16,4646-8260-8197-7078,31919,SEG19
CTID21122778,2-Jun-16,7224-9964-4793-3939,4021,SEG20
CTID70887318,1-Mar-16,4834-4297-3113-9327,1055,SEG24
CTID69151433,5-Oct-16,3467-3224-2464-5799,3203,SEG17
CTID36905184,7-Jan-16,6765-2732-8888-1318,27627,SEG14
CTID83012858,19-Jul-16,7296-3224-2880-5747,604,SEG15
CTID66124436,23-Nov-16,2463-9055-1240-3878,231,SEG19
CTID48998677,10-Nov-16,4973-1293-1664-2086,46696,SEG23
CTID95884307,7-Nov-16,2017-7197-7814-9950,48588,SEG16
CTID71970201,25-Jun-16,9391-7086-9113-4893,10357,SEG12
CTID93276881,22-Jun-16,6570-8163-4369-9734,18768,SEG23
CTID88953675,25-Sep-16,4864-7119-5608-7611,18900,SEG15
CTID58325025,12-Apr-16,5695-2379-4433-2485,20853,SEG18
CTID95758678,23-Apr-16,1825-7669-6621-9045,17261,SEG11
CTID93043638,16-Feb-16,3623-4506-7311-5151,15664,SEG24
CTID68544642,23-Apr-16,7017-9570-4103-5076,49687,SEG18
CTID65777808,2-May-16,5936-1967-4966-6077,23747,SEG16
CTID50347610,25-Mar-16,6765-2732-8888-1318,32477,SEG22
CTID27451178,12-Oct-16,2077-2389-7798-4862,7278,SEG16
CTID92307114,11-Sep-16,3922-3698-6304-1975,32707,SEG17
CTID30409844,2-Aug-16,5993-5660-3442-6277,45900,SEG15
CTID56243318,10-Oct-16,7583-5046-7750-5578,37657,SEG20
CTID66191666,24-Jul-16,3623-4506-7311-5151,41338,SEG23
CTID51478333,2-Jun-16,8481-9097-2828-9363,18781,SEG21
CTID96750066,18-Jul-16,5274-7205-2377-3357,14479,SEG12
CTID12310315,9-Sep-16,5533-2042-7236-9790,19461,SEG20
CTID68794637,19-Feb-16,7708-8807-7837-8812,36499,SEG19
CTID20977459,17-Dec-16,6557-2662-6932-6028,26412,SEG23
CTID93208812,14-Apr-16,4314-6417-5269-5130,871,SEG20
CTID59562401,23-Nov-16,7725-3576-5626-3317,43969,SEG20
CTID67545205,18-Dec-16,9132-7052-6630-5540,6904,SEG23
CTID23213270,9-May-16,6239-8641-8524-9441,40066,SEG23
CTID88025596,13-Nov-16,8783-7271-8493-7931,42655,SEG11
CTID14291588,13-Mar-16,4563-2673-5152-4847,26083,SEG22
CTID94803529,5-Apr-16,3810-4783-2207-7703,2580,SEG15
CTID30498813,25-Jun-16,4663-3168-7059-6778,7612,SEG15
CTID74508978,30-Jan-16,3458-8126-3660-8686,4656,SEG24
CTID99137954,13-May-16,7908-2695-7391-7499,3852,SEG13
CTID29891223,29-Jul-16,6697-9358-9213-4896,33883,SEG13
CTID15094979,22-Jul-16,6016-6956-6981-3103,19663,SEG11
CTID74680246,8-Jun-16,6271-9924-3653-8913,23230,SEG11
CTID87498652,21-Nov-16,1350-6303-6190-5958,2889,SEG22
CTID21719586,3-Nov-16,4703-4800-3443-6825,19250,SEG23
CTID54219405,6-Mar-16,6315-7338-3105-9947,47765,SEG18
CTID51145180,20-Nov-16,5447-4124-3337-6163,47593,SEG13
CTID26397603,10-Jun-16,7811-4511-7664-6960,40102,SEG14
CTID71991193,10-Mar-16,5731-9804-7859-1641,49081,SEG25
CTID76871438,15-Sep-16,5583-9751-6086-5673,26804,SEG21
CTID96465763,28-Oct-16,2357-9896-6403-5970,36859,SEG24
CTID67487711,29-Sep-16,4310-3710-6743-6385,20614,SEG16
CTID32968881,24-Jul-16,2570-5181-2062-7588,31332,SEG20
CTID86763651,3-Aug-16,7290-4771-9163-1291,40672,SEG14
CTID38755413,18-Feb-16,8797-7761-7623-1806,41591,SEG24
CTID64393501,11-Feb-16,3362-7342-4639-8164,11883,SEG19
CTID54186577,19-Nov-16,4491-2026-2441-2049,4082,SEG12
CTID24512929,19-Aug-16,4708-4407-9601-6022,15126,SEG20
CTID86894400,21-May-16,4610-9984-7768-4610,11149,SEG14
CTID16860602,17-Mar-16,4139-7870-9436-2923,39905,SEG15
CTID14429409,17-Jan-16,5481-9525-6488-7566,27038,SEG12
CTID89566776,15-Feb-16,8177-5533-1183-4063,48372,SEG19
CTID95279263,11-Oct-16,5591-5619-8809-5454,36567,SEG25
CTID75323869,12-Jul-16,8976-7958-2694-8171,8476,SEG14
CTID37884650,13-May-16,4679-5406-6408-1233,22673,SEG25
CTID69921672,4-Feb-16,1909-6288-2284-5317,43931,SEG16
CTID58475053,26-Mar-16,2342-6589-6557-6739,26736,SEG22
CTID42178662,26-Nov-16,5018-8635-8433-6614,30413,SEG22
CTID57840552,19-May-16,4349-5976-1214-5524,19316,SEG12
CTID53907334,11-May-16,2046-1892-2379-9050,37261,SEG20
CTID95261660,5-Mar-16,7211-2168-9731-5466,31081,SEG14
CTID31994192,8-Apr-16,1556-5778-6667-4345,29031,SEG17
CTID15293249,13-Feb-16,8177-5533-1183-4063,17013,SEG20
CTID16752485,20-Jun-16,6239-8641-8524-9441,35414,SEG17
CTID77085586,28-Jan-16,7326-9558-4788-5128,39626,SEG12
CTID25611897,27-Nov-16,5587-7265-8118-7718,29138,SEG18
CTID97839418,11-Jan-16,6292-8171-2649-5336,21381,SEG20
CTID73429087,12-Sep-16,7697-2274-6431-6408,8038,SEG17
CTID24502150,31-Dec-16,5689-2440-9593-1931,20418,SEG11
CTID28681582,24-Mar-16,1585-2708-4693-1454,8938,SEG20
CTID85239345,19-Jan-16,5206-5979-9383-4538,23375,SEG12
CTID42523182,29-Jul-16,8918-6235-3308-7862,10050,SEG19
CTID28242091,20-Mar-16,4530-1687-6778-1250,22949,SEG17
CTID29449846,31-May-16,5786-9833-8038-2159,15556,SEG23
CTID19200988,18-Dec-16,8904-2491-3727-6958,46269,SEG14
CTID82046357,31-May-16,3001-2844-6540-3608,4673,SEG18
CTID98652172,18-Apr-16,5274-7205-2377-3357,1349,SEG11
CTID86910473,16-Apr-16,5731-9804-7859-1641,19725,SEG24
CTID62675185,21-Sep-16,4663-3168-7059-6778,29290,SEG23
CTID70355215,8-May-16,1466-1600-9312-7604,41114,SEG24
CTID25260930,2-Sep-16,9604-6821-2861-8084,45658,SEG15
CTID50621022,11-Dec-16,8066-8437-2479-2481,24002,SEG12
CTID54080233,7-May-16,3146-4961-6964-4229,6512,SEG25
CTID16195968,12-Aug-16,8769-1185-5731-6569,30548,SEG24
CTID43122933,7-Aug-16,5018-8635-8433-6614,46225,SEG16
CTID29956703,18-Jun-16,4310-3710-6743-6385,43498,SEG22
CTID27664536,20-Oct-16,2388-1652-4326-6035,16547,SEG21
